Id;Competition;Journee;Date;Home team;Away team;Team taking pen;Pen taker;Minute;LtD game-changing pen;DtW game-changing pen;L no game-changing;W no game-changing;Scored;PT sub;PT position;Team win;Last Goal
218;Champions league;6;10-déc;Lyon;RB Leipzig;Away;Emil Forsberg;9;NO;YES;NO;NO;YES;NO;OM;NO;NO
219;Champions league;6;10-déc;Lyon;RB Leipzig;Away;Timo Werner;33;NO;NO;NO;YES;YES;NO;ST;NO;NO
220;Champions league;6;11-déc;PSG;Galatasaray;Home;Edinson Cavani;84;NO;NO;NO;YES;YES;YES;ST;YES;YES
221;Champions league;6;11-déc;Olympiakos;Etoile Rouge Belgrade;Away;Tomane;42;NO;YES;NO;NO;NO;NO;ST;NO;NO
222;Champions league;6;11-déc;Olympiakos;Etoile Rouge Belgrade;Home;Yusuf El-Arabi;87;NO;YES;NO;NO;YES;NO;ST;YES;YES
223;Champions league;6;11-déc;Atletico Madrid;Lokomotiv Moscou;Home;Kieran Trippier;2;NO;YES;NO;NO;NO;NO;LD;YES;NO
224;Champions league;6;11-déc;Atletico Madrid;Lokomotiv Moscou;Home;Joao Felix;17;NO;YES;NO;NO;YES;NO;ST;YES;NO
225;Champions league;Ro8;19-févr;Tottenham;RB Leipzig;Away;Timo Werner;58;NO;YES;NO;NO;YES;NO;W;YES;YES
226;Champions league;Ro8;26-févr;Real Madrid;Manchester City;Away;Kevin de Bruyne;83;NO;YES;NO;NO;YES;NO;OM;YES;YES
227;Champions league;Ro8;10-mars;Valence;Atalanta;Away;Josip Ilicic;3;NO;YES;NO;NO;YES;NO;ST;YES;NO
228;Champions league;Ro8;10-mars;Valence;Atalanta;Away;Josip Ilicic;43;NO;YES;NO;NO;YES;NO;ST;YES;NO
229;Champions league;Ro8;07-août;Juventus;Lyon;Away;Memphis Depay;12;NO;YES;NO;NO;YES;NO;ST;NO;NO
230;Champions league;Ro8;07-août;Juventus;Lyon;Home;Cristiano Ronaldo;43;YES;NO;NO;NO;YES;NO;ST;YES;NO
231;Champions league;Ro8;08-août;Bayern Munich;Chelsea;Home;Robert Lewandowski;10;NO;YES;NO;NO;YES;NO;ST;YES;NO
232;Champions league;Ro8;08-août;Barcelone;Naples;Home;Luis Suarez;45;NO;NO;NO;YES;YES;NO;ST;YES;NO
233;Champions league;Ro8;08-août;Barcelone;Naples;Away;Lorenzo Insigne;45;NO;NO;YES;NO;YES;NO;W;NO;YES
234;Bundesliga;1;16/08/2019;Bayern Munich;Herta Berlin;Home;Robert Lewandowski;60;YES;NO;NO;NO;YES;NO;ST;NO;YES
235;Bundesliga;1;17/08/2019;Fribourg;Mainz;Home;Luca Waldschimdt;87;NO;NO;NO;YES;YES;NO;ST;YES;YES
236;Bundesliga;2;24/08/2019;Paderborn;Fribourg;Away;Luca Waldschimdt;21;YES;NO;NO;NO;YES;NO;ST;YES;NO
237;Bundesliga;2;24/08/2019;Schalke 04;Bayern Munich;Away;Robert Lewandowski;20;NO;YES;NO;NO;YES;NO;ST;YES;NO
238;Bundesliga;2;25/08/2019;Herta Berlin;Wolfsburg;Away;Wout Weghorst;9;NO;YES;NO;NO;YES;NO;ST;YES;NO
239;Bundesliga;4;14/09/2019;Union Berlin;Werder Breme;Away;Davy Klaassen;5;NO;YES;NO;NO;YES;NO;OM;YES;NO
240;Bundesliga;4;14/09/2019;Union Berlin;Werder Breme;Home;Sebastian Andersson;14;YES;NO;NO;NO;YES;NO;ST;NO;NO
241;Bundesliga;4;14/09/2019;Union Berlin;Werder Breme;Away;Davy Klaassen;55;NO;YES;NO;NO;NO;NO;OM;YES;NO
242;Bundesliga;4;14/09/2019;RB Leipzig;Bayern Munich;Home;Emil Forsberg;45;YES;NO;NO;NO;YES;NO;OM;NO;YES
243;Bundesliga;5;21-sept;Bayern Munich;Cologne;Home;Philippe Coutinho;62;NO;NO;NO;YES;YES;NO;OM;YES;NO
244;Bundesliga;6;28/09/2019;RB Leipzig;Schalke 04;Away;Amine Harit;43;NO;NO;NO;YES;YES;NO;OM;YES;NO
245;Bundesliga;6;29/09/2019;Dusseldorf;Fribourg;Away;Lucas Holer;64;NO;YES;NO;NO;NO;NO;W;YES;NO
246;Bundesliga;7;04/10/2019;Herta Berlin;Dusseldorf;Away;Rouwen Hennings;32;NO;YES;NO;NO;YES;NO;ST;NO;NO
247;Bundesliga;7;05/10/2019;Paderborn;Mainz;Away;Daniel Brosinski;32;NO;YES;NO;NO;YES;NO;LD;YES;YES
248;Bundesliga;7;05/10/2019;Paderborn;Mainz;Home;Jamilu Collins;79;YES;NO;NO;NO;NO;NO;LD;NO;YES
249;Bundesliga;7;06/10/2019;Eintracht Francfort;Werder Breme;Away;Milot Rashica;91;YES;NO;NO;NO;YES;NO;W;NO;YES
250;Bundesliga;8;18/10/2019;Eintracht Francfort;Leverkusen;Home;Goncalo Paciencia;16;NO;NO;NO;YES;YES;NO;ST;YES;NO
251;Bundesliga;9;26/10/2019;Bayern Munich;Union Berlin;Away;Sebastian Andersson;58;NO;NO;YES;NO;NO;NO;ST;NO;NO
252;Bundesliga;9;26/10/2019;Bayern Munich;Union Berlin;Away;Sebastian Polter;86;NO;NO;YES;NO;YES;YES;ST;NO;YES
253;Bundesliga;10;02/11/2019;Dortmund;Wolfsburg;Home;Mario Gotze;88;NO;NO;NO;YES;YES;YES;OM;YES;YES
254;Bundesliga;10;02/11/2019;Union Berlin;Herta Berlin;Home;Sebastian Polter;87;NO;YES;NO;NO;YES;YES;ST;YES;YES
255;Bundesliga;10;03/11/2019;Dusseldorf;Cologne;Home;Rouwen Hennings;38;NO;YES;NO;NO;YES;NO;ST;YES;NO
256;Bundesliga;10;03/11/2019;Augsbourg;Schalke 04;Home;Alfred Finnbogason;60;NO;YES;NO;NO;YES;NO;ST;NO;NO
257;Bundesliga;11;08/11/2019;Cologne;Hoffenheim;Away;Jurgen Locadia;98;NO;YES;NO;NO;YES;NO;ST;YES;YES
258;Bundesliga;11;09/11/2019;Herta Berlin;RB Leipzig;Away;Timo Werner;38;YES;NO;NO;NO;YES;NO;ST;YES;NO
259;Bundesliga;11;09/11/2019;Schalke 04;Dusseldorf;Away;Rouwen Hennings;62;YES;NO;NO;NO;YES;NO;ST;NO;NO
260;Bundesliga;11;09/11/2019;Paderborn;Augsbourg;Home;Klaus Gjasula;7;NO;YES;NO;NO;NO;NO;DM;NO;NO
261;Bundesliga;11;10/11/2019;Borussia Monchen;Werder Breme;Away;Davy Klaassen;53;NO;NO;YES;NO;NO;NO;OM;NO;NO
262;Bundesliga;12;23-nov;RB Leipzig;Cologne;Home;Emil Forsberg;32;NO;NO;NO;YES;YES;NO;OM;YES;NO
263;Bundesliga;13;29/11/2019;Schalke 04;Union Berlin;Away;Marcus Ingvartsen;36;YES;NO;NO;NO;YES;NO;W;NO;NO
264;Bundesliga;13;30-nov;Cologne;Augsbourg;Away;Andre Hahn;9;NO;YES;NO;NO;NO;NO;W;NO;NO
265;Bundesliga;13;01/12/2019;Borussia Monchen;Fribourg;Home;Breel Embolo;49;NO;NO;NO;YES;NO;NO;ST;YES;NO
266;Bundesliga;13;01/12/2019;Wolfsburg;Werder Breme;Away;Milot Rashica;13;NO;YES;NO;NO;YES;NO;W;YES;NO
267;Bundesliga;14;07/12/2019;RB Leipzig;Hoffenheim;Home;Timo Werner;52;NO;NO;NO;YES;YES;NO;ST;YES;NO
268;Bundesliga;14;07/12/2019;Borussia Monchen;Bayern Munich;Home;Rami Bensebaini;92;NO;YES;NO;NO;YES;NO;LD;YES;YES
269;Bundesliga;14;07/12/2019;Augsbourg;Mainz;Home;Florian Niederlechner;65;NO;YES;NO;NO;YES;NO;OM;YES;YES
270;Bundesliga;15;13/12/2019;Hoffenheim;Augsbourg;Away;Philipp Max;51;NO;YES;NO;NO;YES;NO;W;YES;NO
271;Bundesliga;15;14/12/2019;Dusseldorf;RB Leipzig;Away;Timo Werner;58;NO;NO;NO;YES;YES;NO;ST;YES;NO
272;Bundesliga;16;18/12/2019;Borussia Monchen;Paderborn;Home;Lars Stindl;67;NO;NO;NO;YES;YES;NO;ST;YES;YES
273;Bundesliga;17;21/12/2019;Schalke 04;Fribourg;Away;Nils Petersen;54;YES;NO;NO;NO;YES;NO;ST;NO;NO
274;Bundesliga;17;21/12/2019;Schalke 05;Fribourg;Away;Vincenzo Grifo;67;NO;YES;NO;NO;YES;NO;W;NO;NO
275;Bundesliga;18;19/01/2020;Herta Berlin;Bayern Munich;Away;Robert Lewandowski;73;NO;NO;NO;YES;YES;NO;ST;YES;NO
276;Bundesliga;19;25-janv;Fribourg;Paderborn;Away;Abdelhamid Sabiri;84;NO;NO;NO;YES;YES;NO;DM;YES;YES
277;Bundesliga;19;26-janv;Leverkusen;Dusseldorf;Home;Lucas Alario;89;NO;NO;NO;YES;YES;YES;W;YES;YES
278;Bundesliga;20;01-févr;Dortmund;Union Berlin;Home;Marco Reus;68;NO;NO;NO;YES;YES;NO;W;YES;NO
279;Bundesliga;21;08-févr;Herta Berlin;Mainz;Away;Robin Quaison;94;NO;NO;NO;YES;YES;NO;OM;YES;YES
280;Bundesliga;21;08-févr;Fribourg;Hoffenheim;Home;Luca Waldschimdt;40;NO;YES;NO;NO;YES;NO;ST;YES;YES
281;Bundesliga;22;15-févr;Hoffenheim;Wolfsburg;Away;Wout Weghorst;18;NO;YES;NO;NO;YES;NO;ST;YES;NO
282;Bundesliga;22;15-févr;Hoffenheim;Wolfsburg;Away;Wout Weghorst;52;NO;YES;NO;NO;YES;NO;ST;YES;NO
283;Bundesliga;22;15-févr;Hoffenheim;Wolfsburg;Home;Andrej Kramaric;60;YES;NO;NO;NO;YES;NO;ST;NO;NO
284;Bundesliga;23;22-févr;Borussia Monchen;Hoffenheim;Home;Alassane Plea;75;NO;NO;NO;YES;NO;NO;W;NO;NO
285;Bundesliga;24;28-févr;Dusseldorf;Herta Berlin;Away;Krzysztof Piatek;75;YES;NO;NO;NO;YES;NO;ST;NO;YES
286;Bundesliga;26;16-mai;Eintracht Francfort;Borussia Monchen;Away;Rami Bensebaini;73;NO;NO;NO;YES;YES;NO;LD;YES;NO
287;Bundesliga;26;17-mai;Cologne;Mainz;Home;Mark Uth;6;NO;YES;NO;NO;YES;NO;OM;NO;NO
288;Bundesliga;26;17-mai;Union Berlin;Bayern Munich;Away;Robert Lewandowski;40;NO;YES;NO;NO;YES;NO;ST;YES;NO
289;Bundesliga;27;23-mai;Borussia Monchen;Leverkusen;Away;Kai Havertz;58;NO;YES;NO;NO;YES;NO;OM;YES;NO
290;Bundesliga;27;24-mai;Cologne;Dusseldorf;Home;Mark Uth;58;YES;NO;NO;NO;NO;NO;OM;NO;NO
291;Bundesliga;28;27-mai;RB Leipzig;Herta Berlin;Away;Krzysztof Piatek;82;YES;NO;NO;NO;YES;YES;ST;NO;YES
292;Bundesliga;28;27-mai;Hoffenheim;Cologne;Away;Mark Uth;77;NO;NO;YES;NO;NO;NO;OM;NO;YES
293;Bundesliga;29;30-mai;Wolfsburg;Eintracht Francfort;Away;Andre Silva;27;NO;YES;NO;NO;YES;NO;ST;YES;NO
294;Bundesliga;29;30-mai;Mainz;Hoffenheim;Away;Sven Zuber;27;NO;YES;NO;NO;NO;NO;LD;YES;NO
295;Bundesliga;29;31-mai;Paderborn;Dortmund;Home;Uwe Hunemeier;72;NO;NO;YES;NO;YES;NO;CB;NO;NO
296;Bundesliga;30;06-juin;Dusseldorf;Hoffenheim;Home;Rouwen Hennings;76;YES;NO;NO;NO;YES;NO;ST;NO;YES
297;Bundesliga;30;07-juin;Augsbourg;Cologne;Home;Florian Niederlechner;27;NO;YES;NO;NO;NO;NO;ST;NO;NO
298;Bundesliga;31;13-juin;Wolfsburg;Fribourg;Home;Wout Weghorst;26;NO;NO;NO;YES;YES;NO;ST;NO;NO
299;Bundesliga;31;13-juin;Paderborn;Werder Breme;Away;Milot Rashica;19;NO;YES;NO;NO;NO;NO;ST;YES;NO
300;Bundesliga;31;14-juin;Schalke 04;Leverkusen;Home;Daniel Caligiuri;51;NO;YES;NO;NO;YES;NO;OM;NO;NO
301;Bundesliga;32;16-juin;Fribourg;Herta Berlin;Away;Vedad Ibisevic;66;YES;NO;NO;NO;YES;NO;ST;NO;NO
302;Bundesliga;32;17-juin;Dortmund;Mainz;Away;Jean-Philippe Mateta;49;NO;NO;NO;YES;YES;NO;ST;YES;YES
303;Bundesliga;33;20-juin;Cologne;Eintracht Francfort;Home;Florian Kainz;45;NO;YES;NO;NO;YES;NO;OM;NO;NO
304;Bundesliga;33;20-juin;Paderborn;Borussia Monchen;Away;Lars Stindl;55;NO;YES;NO;NO;YES;NO;OM;YES;NO
305;Bundesliga;34;27-juin;Dortmund;Hoffenheim;Away;Andrej Kramaric;50;NO;NO;NO;YES;YES;NO;OM;YES;YES
306;Bundesliga;34;27-juin;Wolfsburg;Bayern Munich;Away;Robert Lewandowski;72;NO;NO;NO;YES;YES;NO;ST;YES;NO
307;SERIE A;1;24/08/2019;Fiorentina;Naples;Home;Erick Pulgar;9;NO;YES;NO;NO;YES;NO;DM;NO;NO
308;SERIE A;1;24/08/2019;Fiorentina;Naples;Away;Lorenzo Insigne;42;NO;YES;NO;NO;YES;NO;W;YES;NO
309;SERIE A;1;25/08/2019;Cagliari;Brescia;Away;Alfredo Donnaruma;54;NO;YES;NO;NO;YES;NO;ST;YES;YES
310;SERIE A;1;25/08/2019;Verona;Bologne;Away;Nicola Sansone;15;NO;YES;NO;NO;YES;NO;W;NO;NO
311;SERIE A;1;25/08/2019;Roma;Genoa;Away;Domenico Criscito;43;YES;NO;NO;NO;YES;NO;CB;NO;NO
312;SERIE A;2;01/09/2019;Lazio;Roma;Away;Aleksandar Kolarov;15;NO;YES;NO;NO;YES;NO;LD;NO;NO
313;SERIE A;2;01/09/2019;Cagliari;Inter Milan;Away;Romelu Lukaku;72;NO;YES;NO;NO;YES;NO;ST;YES;YES
314;SERIE A;2;01/09/2019;Genoa ;Fiorentina;Away;Erick Pulgar;76;NO;NO;YES;NO;YES;NO;DM;NO;YES
315;SERIE A;2;01/09/2019;Sassuolo;Samp;Away;Fabio Quagliarella;;NO;NO;YES;NO;YES;NO;ST;NO;YES
316;SERIE A;3;15/09/2019;Genoa ;Atalanta;Away;Luis Muriel;64;NO;YES;NO;NO;YES;YES;ST;YES;NO
317;SERIE A;3;15/09/2019;Genoa ;Atalanta;Home;Domenico Criscito;91;YES;NO;NO;NO;YES;NO;CB;NO;NO
318;SERIE A;3;15/09/2019;SPAL;Lazio;Away;Ciro Immobile;17;NO;YES;NO;NO;YES;NO;ST;NO;NO
319;SERIE A;3;15/09/2019;Verona;AC Milan;Away;Kzrysztof Piatek;68;NO;YES;NO;NO;YES;NO;ST;YES;YES
320;SERIE A;3;16/09/2019;Torino;Lecce;Home;Andrea Belotti;58;YES;NO;NO;NO;YES;NO;ST;NO;NO
321;SERIE A;4;21/09/2019;Juventus;Verona;Away;Samuel Di Carmine;20;NO;YES;NO;NO;NO;NO;ST;NO;NO
322;SERIE A;4;21/09/2019;Juventus;Verona;Home;Cristiano Ronaldo;49;NO;YES;NO;NO;YES;NO;W;YES;YES
323;SERIE A;4;22/09/2019;Bologne;Roma;Home;Nicola Sansone;54;YES;NO;NO;NO;YES;NO;W;NO;NO
324;SERIE A;4;22/09/2019;Lecce;Naples;Away;Lorenzo Insigne;38;NO;NO;NO;YES;NO;NO;W;YES;NO
325;SERIE A;4;22/09/2019;Lecce;Naples;Away;Lorenzo Insigne;40;NO;NO;NO;YES;YES;NO;W;YES;NO
326;SERIE A;4;22/09/2019;Lecce;Naples;Home;Marco Mancosu;61;NO;NO;YES;NO;YES;NO;ST;NO;NO
327;SERIE A;5;25/09/2019;Genoa ;Bologne;Away;Nicola Sansone;78;NO;YES;NO;NO;NO;NO;W;NO;YES
328;SERIE A;5;25/09/2019;Parme;Sassuolo;Home;Roberto Inglese;74;NO;YES;NO;NO;NO;NO;ST;YES;NO
329;SERIE A;5;25/09/2019;SPAL;Lecce;Away;Marco Mancosu;11;NO;YES;NO;NO;YES;NO;ST;YES;NO
330;SERIE A;5;25/09/2019;SPAL;Lecce;Away;Marco Mancosu;73;NO;NO;NO;YES;YES;NO;ST;YES;YES
331;SERIE A;5;26/09/2019;Torino;AC Milan;Away;Kzrysztof Piatek;18;NO;YES;NO;NO;YES;NO;ST;NO;NO
332;SERIE A;6;29/09/2019;Lecce;Roma;Away;Aleksandar Kolarov;80;NO;NO;NO;YES;NO;NO;LD;YES;YES
333;SERIE A;6;29/09/2019;AC Milan;Fiorentina;Away;Erick Pulgar;14;NO;YES;NO;NO;YES;NO;DM;YES;NO
334;SERIE A;6;29/09/2019;AC Milan;Fiorentina;Away;Federico Chiesa;70;NO;NO;NO;YES;NO;NO;W;YES;NO
335;SERIE A;6;30/09/2019;Parme;Torino;Home;Gervinho;31;NO;YES;NO;NO;NO;NO;W;YES;NO
336;SERIE A;6;30/09/2019;Parme;Torino;Away;Andrea Belotti;43;NO;YES;NO;NO;YES;NO;ST;NO;NO
337;SERIE A;7;05/10/2019;Genoa ;AC Milan;Away;Franck Kessie;57;NO;YES;NO;NO;YES;NO;DM;YES;YES
338;SERIE A;7;05/10/2019;Genoa ;AC Milan;Home;Lars Schone;93;YES;NO;NO;NO;NO;NO;OM;NO;YES
339;SERIE A;7;06/10/2019;Bologne;Lazio;Away;Joaquin Correa;88;NO;YES;NO;NO;NO;NO;ST;NO;YES
340;SERIE A;7;06/10/2019;Roma;Cagliari;Away;Joao Pedro;26;NO;YES;NO;NO;YES;NO;OM;NO;NO
341;SERIE A;7;06/10/2019;Inter Milan;Juventus;Home;Lautaro Martinez;18;YES;NO;NO;NO;YES;NO;ST;NO;NO
342;SERIE A;8;19/10/2019;Lazio;Atalanta;Home;Ciro Immobile;69;NO;NO;YES;NO;YES;NO;ST;NO;NO
343;SERIE A;8;19/10/2019;Lazio;Atalanta;Home;Ciro Immobile;93;YES;NO;NO;NO;YES;NO;ST;NO;YES
344;SERIE A;8;20/10/2019;Sassuolo;Inter Milan;Away;Romelu Lukaku;45;NO;NO;NO;YES;YES;NO;ST;YES;NO
345;SERIE A;8;20/10/2019;Sassuolo;Inter Milan;Away;Lautaro Martinez;71;NO;NO;NO;YES;YES;NO;ST;YES;NO
346;SERIE A;8;20/10/2010;AC Milan;Lecce;Away;Khouma Babacar;62;YES;NO;NO;NO;NO;NO;ST;NO;NO
347;SERIE A;9;26/10/2019;Lecce;Juventus;Away;Paulo Dybala;50;NO;YES;NO;NO;YES;NO;OM;NO;NO
348;SERIE A;9;26/10/2019;Lecce;Juventus;Home;Marco Mancosu;56;YES;NO;NO;NO;YES;NO;OM;NO;YES
349;SERIE A;9;27/10/2019;Atalanta;Udinese;Home;Luis Muriel;35;NO;YES;NO;NO;YES;NO;ST;YES;NO
350;SERIE A;9;27/10/2019;Atalanta;Udinese;Home;Luis Muriel;75;NO;NO;NO;YES;YES;NO;ST;YES;NO
351;SERIE A;9;27/10/2019;Fiorentina;Lazio;Away;Felipe Caicedo;97;NO;NO;NO;YES;NO;YES;ST;YES;YES
352;SERIE A;10;30/10/2019;Cagliari;Bologne;Away;Federico Santander;23;NO;YES;NO;NO;YES;NO;ST;NO;NO
353;SERIE A;10;30/10/2019;Juventus;Genoa;Home;Cristiano Ronaldo;96;NO;YES;NO;NO;YES;NO;ST;YES;YES
354;SERIE A;10;30/10/2019;Lazio;Torino;Home;Ciro Immobile;70;NO;NO;NO;YES;YES;NO;ST;YES;NO
355;SERIE A;10;30/10/2019;Udinese;Roma;Away;Aleksandar Kolarov;65;NO;NO;NO;YES;YES;NO;LD;YES;YES
356;SERIE A;11;02/11/2019;Roma;Naples;Home;Aleksandar Kolarov;26;NO;NO;NO;YES;NO;NO;LD;YES;NO
357;SERIE A;11;02/11/2019;Roma;Naples;Home;Jordan Veretout;55;NO;NO;NO;YES;YES;NO;DM;YES;NO
358;SERIE A;11;02/11/2019;Bologne;Inter Milan;Away;Romelu Lukaku;91;NO;YES;NO;NO;YES;NO;ST;YES;YES
359;SERIE A;12;09/11/2019;Brescia;Torino;Away;Andrea Belotti;17;NO;YES;NO;NO;YES;NO;ST;YES;NO
360;SERIE A;12;09/11/2019;Brescia;Torino;Away;Andrea Belotti;26;NO;NO;NO;YES;YES;NO;ST;YES;NO
361;SERIE A;12;09/11/2019;Inter Milan;Verona;Away;Valerio Verre;19;NO;YES;NO;NO;YES;NO;OM;NO;NO
362;SERIE A;12;10/11/2019;Lazio;Lecce;Away;Khouma Babacar;67;YES;NO;NO;NO;NO;NO;ST;NO;NO
363;SERIE A;12;10/11/2019;Lazio;Lecce;Home;Ciro Immobile;77;NO;NO;NO;YES;YES;NO;ST;YES;NO
364;SERIE A;12;10/11/2019;Udinese;SPAL;Away;Andrea Petagna;98;NO;YES;NO;NO;NO;YES;ST;NO;YES
365;SERIE A;13;23/11/2019;Atalanta;Juventus;Home;Musa Barrow;17;NO;YES;NO;NO;NO;NO;ST;NO;NO
366;SERIE A;13;24/11/2019;Sampdoria;Udinese;Home;Gaston Ramirez;75;NO;YES;NO;NO;YES;NO;OM;YES;YES
367;SERIE A;13;25/11/2019;Lecce;Cagliari;Away;Joao Pedro;30;NO;YES;NO;NO;YES;NO;ST;NO;NO
368;SERIE A;13;25/11/2019;Lecce;Cagliari;Home;Gianluca Lapadula;83;NO;NO;YES;NO;YES;NO;ST;NO;NO
369;SERIE A;13;25/11/2019;SPAL;Genoa;Home;Andrea Petagna;55;NO;YES;NO;NO;YES;NO;ST;NO;NO
370;SERIE A;14;01/12/2019;Juventus;Sassuolo;Home;Cristiano Ronaldo;68;YES;NO;NO;NO;YES;NO;ST;NO;YES
371;SERIE A;14;01/12/2019;Lazio;Udinese;Home;Ciro Immobile;36;NO;NO;NO;YES;YES;NO;ST;YES;NO
372;SERIE A;14;01/12/2019;Lazio;Udinese;Home;Luis Alberto;45;NO;NO;NO;YES;YES;NO;OM;YES;YES
373;SERIE A;14;01/12/2019;Verona;Roma;Away;Diego Perotti;45;NO;YES;NO;NO;YES;YES;W;YES;NO
374;SERIE A;14;02/12/2019;Cagliari;Sampdoria;Away;Fabio Quagliarella;38;NO;YES;NO;NO;YES;NO;ST;NO;NO
375;SERIE A;15;07/12/2019;Atalanta;Verona;Home;Luis Muriel;64;YES;NO;NO;NO;YES;NO;ST;YES;NO
376;SERIE A;15;07/12/2019;Lazio;Juventus;Home;Ciro Immobile;79;NO;NO;NO;YES;NO;NO;ST;YES;NO
377;SERIE A;15;08/12/2019;Lecce;Genoa;Away;Domenico Criscito;45;NO;NO;NO;YES;YES;NO;CB;NO;NO
378;SERIE A;15;08/12/2019;Sassuolo;Cagliari;Home;Domenico Berardi;65;NO;NO;NO;YES;NO;NO;W;NO;NO
379;SERIE A;15;08/12/2019;SPAL;Brescia;Home;Andrea Petagna;74;YES;NO;NO;NO;NO;NO;ST;NO;YES
380;SERIE A;15;08/12/2019;Sampdoria;Parme;Home;Fabio Quagliarella;77;YES;NO;NO;NO;NO;NO;ST;NO;YES
381;SERIE A;15;08/12/2019;Bologne;AC Milan;Away;Kzrysztof Piatek;15;NO;YES;NO;NO;YES;NO;ST;YES;NO
382;SERIE A;15;08/12/2019;Bologne;AC Milan;Home;Nicola Sansone;84;NO;NO;YES;NO;YES;NO;W;NO;YES
383;SERIE A;16;15/12/2019;Verona;Torino;Home;Gianpaolo Pazzini;69;NO;NO;YES;NO;YES;YES;OM;NO;NO
384;SERIE A;16;15/12/2019;Roma;SPAL;Away;Andrea Petagna;44;NO;YES;NO;NO;YES;NO;ST;NO;NO
385;SERIE A;16;15/12/2019;Roma;SPAL;Home;Diego Perotti;66;NO;YES;NO;NO;YES;NO;W;YES;NO
386;SERIE A;17;21/12/2019;Inter Milan;Genoa;Home;Sebastiano Esposito;64;NO;NO;NO;YES;YES;NO;ST;YES;NO
387;SERIE A;18;05-janv;Brescia;Lazio;Away;Ciro Immobile;42;YES;NO;NO;NO;YES;NO;ST;YES;NO
388;SERIE A;18;05-janv;Genoa ;Sassuolo;Home;Domenico Criscito;29;NO;YES;NO;NO;YES;NO;CB;YES;NO
389;SERIE A;18;05-janv;Roma;Torino;Away;Andrea Belotti;86;NO;NO;NO;YES;YES;NO;ST;YES;YES
390;SERIE A;18;06-janv;Juventus;Cagliari;Home;Cristiano Ronaldo;67;NO;NO;NO;YES;YES;NO;ST;YES;NO
391;SERIE A;19;11-janv;Inter Milan;Atalanta;Away;Luis Muriel;88;NO;YES;NO;NO;NO;YES;ST;NO;YES
392;SERIE A;19;12-janv;Sampdoria;Brescia;Home;Fabio Quagliarella;69;NO;NO;NO;YES;YES;NO;ST;YES;NO
393;SERIE A;19;12-janv;Verona;Genoa;Home;Valerio Verre;55;YES;NO;NO;NO;YES;NO;ST;YES;NO
394;SERIE A;19;12-janv;Roma;Juventus;Away;Cristiano Ronaldo;10;NO;NO;NO;YES;YES;NO;ST;YES;NO
395;SERIE A;19;12-janv;Roma;Juventus;Home;Diego Perotti;68;NO;NO;YES;NO;YES;NO;W;NO;YES
396;SERIE A;20;18-janv;Lazio;Sampdoria;Home;Ciro Immobile;17;NO;NO;NO;YES;YES;NO;ST;YES;NO
397;SERIE A;20;18-janv;Lazio;Sampdoria;Home;Ciro Immobile;65;NO;NO;NO;YES;YES;NO;ST;YES;NO
398;SERIE A;20;19-janv;Brescia;Cagliari;Away;Joao Pedro;68;YES;NO;NO;NO;YES;NO;OM;NO;YES
399;SERIE A;21;25-janv;SPAL;Bologne;Home;Andrea Petagna;23;NO;YES;NO;NO;YES;NO;ST;NO;NO
400;SERIE A;21;25-janv;Fiorentina;Genoa;Away;Domenico Criscito;15;NO;YES;NO;NO;NO;NO;CB;NO;YES
401;SERIE A;21;25-janv;Torino;Atalanta;Away;Duvan Zapata;45;NO;NO;NO;YES;YES;NO;ST;YES;NO
402;SERIE A;21;25-janv;Torino;Atalanta;Away;Luis Muriel;86;NO;NO;NO;YES;YES;YES;ST;YES;NO
403;SERIE A;21;26-janv;Verona;Lecce;Home;Gianpaolo Pazzini;87;NO;NO;NO;YES;YES;YES;ST;YES;YES
404;SERIE A;22;01-févr;Bologne;Brescia;Away;Ernesto Torregrosa;36;NO;YES;NO;NO;YES;NO;ST;NO;NO
405;SERIE A;22;01-févr;Cagliari;Parme;Home;Joao Pedro;53;NO;YES;NO;NO;NO;NO;OM;NO;NO
406;SERIE A;22;01-févr;Sassuolo;Roma;Away;Jordan Veretout;73;NO;NO;YES;NO;YES;NO;DM;NO;NO
407;SERIE A;22;02-févr;Juventus;Fiorentina;Home;Cristiano Ronaldo;40;NO;YES;NO;NO;YES;NO;W;YES;NO
408;SERIE A;22;02-févr;Juventus;Fiorentina;Home;Cristiano Ronaldo;80;NO;NO;NO;YES;YES;NO;W;YES;NO
409;SERIE A;22;02-févr;Atalanta;Genoa;Away;Domenico Criscito;19;YES;NO;NO;NO;YES;NO;LD;NO;NO
410;SERIE A;22;02-févr;Lecce;Torino;Home;Gianluca Lapadula;78;NO;NO;NO;YES;YES;NO;ST;YES;YES
411;SERIE A;22;02-févr;Udinese;Inter Milan;Away;Romelu Lukaku;71;NO;NO;NO;YES;YES;NO;ST;YES;YES
412;SERIE A;22;03-févr;Sampdoria;Naples;Home;Manolo Gabbiadini;73;YES;NO;NO;NO;YES;NO;OM;NO;NO
413;SERIE A;23;08-févr;Torino;Sampdoria;Away;Fabio Quagliarella;79;NO;NO;NO;YES;YES;NO;ST;YES;YES
414;SERIE A;23;08-févr;Verona;Juventus;Home;Gianpaolo Pazzini;86;NO;YES;NO;NO;YES;YES;OM;YES;YES
415;SERIE A;23;09-févr;SPAL;Sassuolo;Away;Francesco Caputo;65;YES;NO;NO;NO;YES;NO;ST;YES;NO
